date,favorites,id,isRetweet,retweets,text
1581038168000,100054,1225589025312059392,false,19734,“This President has done more for African Americans in this Country than any President since Lincoln.” @LouDobbs
1581029607000,221766,1225553117929988097,false,83356,https://t.co/QhTWvcY4Ke
1581028372000,88783,1225547938107097089,false,15893,"Welcome back to Earth, @Astro_Christina, and congratulations on breaking the female record for the longest stay in space! You’re inspiring young women and making the USA proud! Enjoyed speaking with you and @Astro_Jessica on the first all-female spacewalk IN HISTORY last year."
1581027073000,98771,1225542486875082753,false,18326,"Nevada, I hear you on Yucca Mountain and my Administration will RESPECT you! Congress and previous Administrations have long failed to find lasting solutions – my Administration is committed to exploring innovative approaches – I’m confident we can get it done!"
1581023615000,56439,1225527986205667336,false,11900,So true! https://t.co/Ds9MSUlWXA
1581015407000,69407,1225493558788083714,false,17836,https://t.co/KwC2zrtJxQ
1580966572000,182350,1225288731235700737,false,34204,"Had failed presidential candidate @MittRomney devoted the same energy and anger to defeating a faltering Barack Obama as he sanctimoniously does to me, he could have won the election. Read the Transcripts!"
1580965578000,15185,1225284559488585729,false,3490,"@nytimes “The Votes Were A Resounding Victory For Mr. Trump.” True, but the Impeachment Hoax was just a continuation of the Radical Left, Do Nothing Democrats corrupt practices!"
1580959681000,5,1225259827062038529,false,4,“What Really Happened”
1580946332000,131624,1225203837226700800,false,38054,https://t.co/FIg1SYtJcy
1580940424000,273366,1225179058000089090,false,53758,I will be making a public statement tomorrow at 12:00pm from the @WhiteHouse to discuss our Country’s VICTORY on the Impeachment Hoax!
1580939389000,507048,1225174713992990721,false,121280,https://t.co/JDS4zUXXJG
1580935471000,227720,1225158283209650176,false,65888,https://t.co/lj8RUqcz37
1580916157000,130851,1225077274816471042,false,25061,"“The Democrats want to run a Country, and they can’t run a Caucus.” Brad Blakeman @FoxNews  Iowa is a complete disaster for the Dems. They should bring in Mini Mike Bloomberg ASAP!"
